-359,-3038,-705,2462,14434,2416,-16688,-14619,-2157,2394,1,-2771,-1589,3031,1568,-6019,-5367,-1376,-2115,-877,-7127,-1400,2133,-2413
-7201,-7482,-7459,-7802,-7083,-6643,-9858,-10114,-7023,-5333,-4177,-7809,-13614,-10810,-8371,-8293,-6243,-5615,-5708,-2779,-8633,-13298,-10871,-9919
3545,3282,3389,4016,7091,3340,161,-838,113,6295,5306,2447,5409,8544,6823,2826,408,1217,2101,1236,3817,6009,3310,-6541
6597,7271,8643,9217,10214,6599,4986,4423,3336,8373,10006,10277,12178,13230,11723,9095,4476,5855,7580,5901,8577,10153,5857,-3035
8137,10093,15863,12839,8427,5202,16298,15586,7144,3740,12257,20729,16479,17074,11907,12695,16728,17019,14032,10590,14140,9501,11035,13317
2639,2654,2321,2594,2749,2742,2228,2389,3040,2742,1972,2548,3429,2960,2435,2633,2832,2565,2220,2145,3015,2758,2978,3387
