-4859,1511,2771,-7239,-4953,-1453,4133,905,-1009,2443,-1203,-5419
-6532,-7903,-6447,-7617,-10979,-10985,-8013,-5192,-6847,-3069,-5039,-10143
902,4425,8500,-439,-855,3717,6434,4828,6500,2953,2685,877
1471,9204,15193,10111,8110,9011,3575,-125,6461,6775,10185,13546
15603,12273,4007,5031,10085,14026,12569,12991,12132,12177,11809,16983
2397,3631,1969,678,421,2620,3841,3758,4381,3164,2711,2667
